721474	956115
521586	939737
12232061	11880427
1381104	768314
461498	469539
11586917	11689313
1221380	1205002
1351359	1140505
12155422	10865827
1111255	530345
926403	460428
11681120	10532581
1402408	369228
712086	251682
11512615	10475948
954139	385885
999147	428634
963941	312702
11838177	10957790
1035483	756252
633556	914037
12188061	12244873
1212328	1412939
1063668	1020342
10706353	11896494
308375	990539
299209	914809
10881270	11405671
808631	1080045
784757	925845
11469934	11628544
936448	1193968
1341693	840075
817714	860794
12718976	11591933
1560221	1246879
804788	933084
11934631	11867497
1728870	1082496
1742373	1001264
11480193	11931139
1102382	1402798
1347789	634292
11670957	12418814
1312387	1368335
1094834	711956
10966331	11178244
274144	796097
297350	728072
295960	844547
10436659	11674326
281182	1079125
276834	681550
10490312	10974622
221382	494449
212051	528468
11117438	11567719
991355	1017965
739116	1003109
11174079	11709783
521165	1021282
617823	989802
12341145	11378456
1617928	1611950
1381893	1207959
1071089	743387
11778299	11132287
1004527	601826
498576	612829
11418988	11556540
1029843	615834
984947	704894
11254475	11307886
412080	423160
412128	257076
11252685	10901518
1502585	1103455
924643	1093540
11562993	11140844
729130	1194069
624887	647094
559396	607886
12087726	11622707
1159706	1175731
543707	691867
12199352	11976702
1700307	1022775
759243	1244147
11478210	11743650
1164829	839277
956099	552828
12135053	11247623
1080753	823334
1071917	1096841
11901148	11099891
694454	583954
554782	562573
628301	842096
10552234	11749136
271752	1182287
226762	983514
11794561	12201383
1046868	1019782
895954	501753
11650018	10834087
1271061	488543
1015142	304451
11598305	10476746
781286	275380
544721	301920
11304849	10494036
986259	619373
1009701	269058
1113322	242117
11610387	11634887
861592	1033124
1518962	843024
12218262	12254915
1236411	603418
638091	503284
11561223	11644232
1161712	1197128
1132559	929782
11333127	11355430
1007153	606592
1291288	622976
11495707	11049567
1095357	1223722
1046604	1149998
644728	967563
12375438	11634221
1103767	971118
700504	967541
11681540	12149942
1142602	1263851
1217474	504886
11888554	11403033
1244769	995902
529358	1117093
11699308	11686562
1307079	1005629
1252452	759935
11272391	11534893
1503305	1021568
922280	1124312
1031257	839391
10625692	11648922
212483	1344315
205222	1014248
11349282	11974418
1020374	962079
908657	977206
12000262	11727881
1244957	1019582
1535054	1306191
10758736	11803996
420931	863068
405558	1013519
10952461	12196786
1203793	1264702
1073119	1053164
890237	943927
11680258	11836960
1092968	972211
775768	617665
11287352	11450741
885174	1034818
811250	1407890
11297041	11486654
497122	1085630
527720	1195965
11415341	11566951
1421273	957351
745550	867146
11015160	11166415
1009456	1673650
1355035	1188334
1216198	1029847
12140065	11510898
464401	825206
521450	591598
11299514	10887328
804862	528382
712007	672657
11678321	11216503
862288	937261
788817	842076
11277661	11558388
1208491	754627
1329122	805282
11710668	11954397
1639787	932310
625793	937605
829244	952496
10910139	12031430
445295	1421182
251160	1060421
11723652	11794095
995154	1096969
1115645	687301
11839459	11452781
668522	1013394
1222425	832951
11559332	11625982
1156748	994110
762052	816655
11448217	11345557
1062869	926602
1373270	839521
839017	885148
10837238	11757557
546750	1651257
838349	583906
11748956	11343750
475003	1289674
715747	983834
12059811	11400747
1116207	1163897
835548	915846
11736326	11824598
1238627	1227180
883525	810267
11599742	11485423
1129517	1721286
794899	845867
748137	586185
13613253	11147682
1284826	811046
1273556	677745
11751165	11167685
825621	316373
454392	254919
11489341	11453518
731850	1116993
1042347	789809
11568391	11351519
915038	1254886
762224	912229
11318034	11324330
1010206	967341
1177657	897288
1124944	941032
11931137	11671175
650812	787078
583154	354261
12280825	10513774
1108364	228109
900138	215006
11932375	11462589
895044	1023545
646656	639514
11418661	11311762
1176979	955110
1006597	1024331
11730460	11160825
576266	573204
515880	480755
802097	421429
12387852	10485425
821235	255839
466956	288450
11849499	10592638
1269521	288844
1039522	262918
11669592	11752639
718546	1085133
440251	1099392
11308941	11384693
948195	960839
1301549	664192
11441198	11143777
755474	1072587
790241	982774
608182	979303
11181420	11682152
664628	914348
1173202	819288
11617821	12022781
896036	876758
957727	749670
11774325	11824352
1009086	1171621
1150594	1024329
11445334	11942623
622224	1016103
563079	577888
11121448	11201316
1307096	1309452
962777	1161806
1239347	951537
10580320	11528431
319466	768314
337724	635989
10493294	11899891
289620	1352474
470347	922514
10484943	11738523
294128	1094858
261333	948957
11135814	12128121
1400752	966273
1025304	1115913
11657414	11314931
1442759	1012197
836098	1144376
515573	1108951
11742692	11728067
947030	728531
1032188	983474
10992444	11477035
500026	830272
627648	771567
11379129	12056008
1076476	685313
717747	897636
12168593	11422544
1285896	1038880
824727	848204
11217829	11255287
1082008	1061936
935969	1045138
1801148	1204396
11871922	12096243
664442	1201511
789523	1502913
11771919	11966929
1042881	775930
961157	527488
10662026	11543187
256844	1531640
240406	1181961
11009628	11270152
915307	971190
730559	902890
11137077	11845119
1020212	1047473
1073558	1160776
928142	663760
12157513	11187463
1131708	493902
954368	491700
11910865	11956314
1016277	1248172
743198	1056916
11656230	11354453
1065330	956884
941787	1238231
12178786	11632276
1175548	955345
667481	828263
11594036	11675506
1001040	931205
1225000	976990
954987	1255581
11969976	10996005
1576637	637085
963990	891583
11569011	11414698
1276570	1293991
1103457	992359
12000167	11948449
1079429	811324
488991	762386
11817094	11262730
896468	1613635
1075604	997282
11191977	11640095
793100	899873
518687	897388
537054	1005889
11924263	11845095
1149240	1105030
1019551	837812
11545074	11886012
802787	1030912
417710	1054321
13777742	12339168
946307	539087
1179915	700240
11498340	11278203
1059199	1059121
1049249	832651
11308313	11183038
1282213	1045878
916300	1022291
856545	1051968
11622985	11708207
1173786	1237156
582740	599729
12047615	10852950
543681	627510
664448	413107
11615891	11469925
1065575	1203040
1268644	1180888
10806366	12094482
312698	770297
292643	541944
10932604	11197883
1095310	1116349
1300817	1049501
1009935	978446
11751509	11758758
770340	1212076
438710	1041841
11584713	11965655
1087592	1006009
946140	882875
11810466	11742254
979717	1345600
686965	979309
11288937	10975966
944897	689543
699400	720530
11680960	11141533
1269269	1022522
1110555	1083393
976680	1272570
12353222	11683308
1008348	911438
521233	914266
11480641	11480184
704289	1007852
449653	1195829
11565922	11250362
1218567	541889
859793	615454
11469087	11494223
851287	1135077
528802	1017311
11367835	11619616
1666476	991942
929977	604689
603682	683659
10835001	11414775
567220	1003731
918412	1582132
11588367	11778456
613583	1178754
523208	1119046
11295388	11731504
1065091	1095669
1367495	748773
11596190	11332587
1075026	1422321
983414	1002144
12053923	12674405
1008336	472326
770277	428595
707468	471548
11390690	11588203
554424	1243042
741563	863693
11573133	11768044
1141968	636189
723389	779090
11793705	11264490
1056462	943177
1605332	1295738
11427371	11439667
1564721	839830
1131728	835928
11549675	11325690
1064903	1535514
1045300	995217
705135	594971
11168970	11588948
516466	967967
512921	1246564
12046092	10788105
1127537	208178
856455	209806
11347483	11505258
843806	1051817
711398	991084
11407403	11324690
1009626	839053
1250515	686610
11330550	11065671
1762351	1066609
1033981	1099349
913461	868733
11673858	11060306
934108	481535
1041821	550657
11642193	11567919
966939	977186
743856	1090701
11365551	12008018
1277230	1067009
951249	737256
12672317	11378011
889849	1023735
874305	963920
11333541	12350580
1129427	1256120
850817	572735
698243	487546
11584425	11533176
1104185	1193563
1309358	1013483
11706500	10804181
1379441	280211
647271	265949
11791250	10472729
1337537	314842
912189	314065
10862775	11002077
816860	717693
1164861	1357668
12132063	11468379
1184838	884652
991712	645314
511067	670326
11902452	11916458
1042649	1268538
1016387	1045929
11611769	11472838
985703	698589
919065	718396
11469531	11888892
1365156	1087013
1035103	694312
11661450	11662430
795260	1125418
950927	975466
11274754	11628285
1446968	1043557
1045270	546740
811276	481055
12252722	10852030
1069540	560506
683058	811130
10458096	11690333
269116	950474
269117	856092
10422109	11636232
411374	1079851
274585	993619
10403955	11711628
295478	1047791
280379	1024850
11299878	11528814
1047087	1580630
1472365	1503888
1052628	718259
11088307	11504799
713268	624213
731942	669952
11368166	11452398
599757	1601645
785083	1310878
11097962	11014145
692734	611453
706790	660619
11472706	11411184
884506	997464
1269967	1065895
11297047	11561727
657452	588286
1268835	527826
700610	657672
11603481	11757941
1008676	964313
677428	862436
11382351	12050008
778291	1224447
735298	748489
11119573	11288182
530471	864982
533477	994417
12454402	11606462
981585	1144200
591821	1324931
11116296	11358583
1239597	824606
998198	641257
819431	588805
11999806	11904887
940232	954097
945803	670306
11850856	11522026
1310098	1228260
932047	946640
11181446	11657762
359401	1452767
244595	1058442
11600830	11788101
919217	1385571
964430	876881
11687222	12079040
1025020	1041040
1512192	996567
716881	636995
11643716	11948837
1171727	1059113
871764	972004
11647387	12135380
996764	418838
1392351	619422
11982772	10783386
1008666	467048
990522	316375
12503567	11156801
869060	881897
619952	977302
11134260	11653907
420433	1249069
258500	994633
247137	949743
11633461	11974458
849807	1196517
1683956	716559
11841382	11681450
1148321	1533787
1657893	1360833
11059850	11326407
687952	935684
657264	1172065
11665625	11738850
1082586	1062379
1045234	1412654
11730754	11592011
1259854	1560580
787958	1118870
660879	929102
12138402	11515484
1388375	974009
1166198	1018926
10811377	11704465
512643	1016391
503337	1171885
11289804	11615803
1303604	1232405
1181212	1058070
10842191	11298458
289832	933676
286384	1081760
11039899	12044102
940226	933149
1138390	750186
418048	633122
11500045	11611441
683466	1357556
857887	1383640
11909983	11561445
1017587	1039532
722799	1171002
11674026	11684167
1380627	1352878
1319655	679787
11206322	11380202
392306	541324
443140	575509
11282040	11213326
1043598	1005789
697597	989247
718511	778495
11834916	11555503
1025385	984128
802719	1150507
